Li,191
B,18
C,75
N,7
O,1439
F,81
Na,215
Mg,715
Al,224
Si,243
P,103
S,1069
Cl,180
K,68
Ca,821
Sc,157
Ti,548
V,31
Cr,169
Mn,588
Fe,420
Co,729
Ni,499
Cu,2046
Zn,706
Ga,266
Ge,1014
As,84
Se,2792
Br,67
Rb,65
Sr,370
Y,56
Zr,146
Nb,345
Mo,108
Ru,60
Rh,24
Pd,22
Ag,1237
Cd,272
In,555
Sn,1739
Sb,2747
Te,2770
I,149
Cs,24
Ba,580
La,334
Ce,170
Pr,21
Nd,98
Sm,65
Eu,62
Gd,165
Tb,17
Dy,45
Ho,52
Er,59
Tm,10
Yb,428
Lu,12
Hf,95
Ta,92
W,13
Au,9
Hg,69
Tl,146
Pb,1189
Bi,1885
